proposalNum,label,ranking,manualSentence,autosentence,probability,sentenceHintProbablity,messageSubjectHintProbablityScore,authorRoleProbability,sentenceLocationHintProbability,dateDiffProbability,negationTermPenalty
347,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
352,accepted, ,Does anybody see any last minute show stopping problems with it,NOT MATCHED,0,0,0,0,0,0,0
352,accepted, ,I believe this is pretty much non controversial it s a much weaker version of PEP 348 which was rightfully rejected for being too radical,NOT MATCHED,0,0,0,0,0,0,0
353,accepted, ,There was some discussion about whether or not this was absolutely necessary but everyone agreed that the change was probably sensible regardless,NOT MATCHED,0,0,0,0,0,0,0
357,accepted, ,It doesn t look like it ll cause any problems,NOT MATCHED,0,0,0,0,0,0,0
357,accepted, ,It is nearing the acceptance stage and has previously been discussed on python dev,NOT MATCHED,0,0,0,0,0,0,0
358,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
366,accepted, ,I ve updated the PEP to incorporate the feedback from this thread,NOT MATCHED,0,0,0,0,0,0,0
370,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
371,accepted, ,If no one has any other arguments to the contrary I ll run with the new API naming scheme,NOT MATCHED,0,0,0,0,0,0,0
371,accepted, ,other than the api naming i don t think there are any other issues which need to be addressed minus some cleanup within the pep for consistency,NOT MATCHED,0,0,0,0,0,0,0
372,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
376,accepted, ,Guido told me in private he s now accepting the PEP since there s consensus,NOT MATCHED,0,0,0,0,0,0,0
376,accepted, ,While Guido is highly likely to just accept the distutils sig consensus on something like this that doesn t eliminate the need for him to actually say that he is approving the PEP on that basis,NOT MATCHED,0,0,0,0,0,0,0
376,accepted, ,The consensus is to have one and only one way to install distributions in Python and a way to retrieve information on installed distributions and their files,NOT MATCHED,0,0,0,0,0,0,0
376,accepted, ,the uninstall feature this is a great feature but i don t seem to understand why there seems to be a consensus here that it s good for it not to even warn about dependencies let alone manage them,NOT MATCHED,0,0,0,0,0,0,0
378,accepted, ,The conversation on the thousands separator seems to have wound down and the PEP has stabilized,NOT MATCHED,0,0,0,0,0,0,0
380,accepted, ,I know there are a few details worth quibbling over but they are not going to jeopardize acceptance of the PEP,NOT MATCHED,0,0,0,0,0,0,0
383,accepted, ,If everyone who claims they understand the issues actually does why is it so hard to reach a consensus,NOT MATCHED,0,0,0,0,0,0,0
386,accepted, ,Most of the discussion has already taken place,NOT MATCHED,0,0,0,0,0,0,0
386,accepted, ,I think we ve reached a consensus on those two PEPs,NOT MATCHED,0,0,0,0,0,0,0
386,accepted, ,As you said consensus has been reached so just Guido s BDFL stamp of approval is all I can think of,NOT MATCHED,0,0,0,0,0,0,0
386,accepted, ,I believe that the current situation is as close to consensus as we will get on distutils sig and in the interests of avoiding months of further discussion which won t take things any further,NOT MATCHED,0,0,0,0,0,0,0
386,accepted, ,As I expected we didn t find a full consensus on the final PEP 386 schema on Distutils SIG,NOT MATCHED,0,0,0,0,0,0,0
386,accepted, ,I ll update the PEP then and if there s no more feedback here I ll propose it at python dev,NOT MATCHED,0,0,0,0,0,0,0
389,accepted, ,So there wasn t really any more feedback on the last post of the argparse PEP other than a typo fix and another 1,NOT MATCHED,0,0,0,0,0,0,0
391,accepted, ,There have been some comments in favour of the proposal no objections to the proposal as a whole and some questions and objections about specific details,NOT MATCHED,0,0,0,0,0,0,0
391,accepted, ,I believe I addressed all the comments made on the discussion threads mentioned in the PEP and so I m not sure what more I need to do to get a pronouncement,NOT MATCHED,0,0,0,0,0,0,0
391,accepted, ,Though I have the feeling from community discussions that the PEP has been generally favourably received well I would think that wouldn t I,NOT MATCHED,0,0,0,0,0,0,0
391,accepted, ,These are believed by the author to have been addressed by making changes to the PEP,NOT MATCHED,0,0,0,0,0,0,0
391,accepted, ,I believe I have addressed these with changes to the PEP,NOT MATCHED,0,0,0,0,0,0,0
391,accepted, ,They re waiting for a Python decision and from Russ Magee s post seem to be in favour of the changes proposed in PEP 391,NOT MATCHED,0,0,0,0,0,0,0
393,accepted, ,Given the feedback so far I am happy to pronounce PEP 393 as accepted,NOT MATCHED,0,0,0,0,0,0,0
393,accepted, ,martin has asked me to pronounce on pep 393 after he s updated it in response to various feedback including mine,NOT MATCHED,0,0,0,0,0,0,0
397,accepted, ,Thanks to Mark Hammond for kicking it off Vinay Sajip for writing up the code Martin von Loewis for recent updates and everyone in the community who contributed to the discussions,NOT MATCHED,0,0,0,0,0,0,0
397,accepted, ,However everyone agreed that it s so unlikely to be of issue that it s not a showstopper and the work can move forward,NOT MATCHED,0,0,0,0,0,0,0
401,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
405,accepted, ,As the latest round of updates that Carl and Vinay pushed to the PEPs repo have addressed my few remaining questions I am accepting PEP 405 for inclusion in Python 3 3,NOT MATCHED,0,0,0,0,0,0,0
409,accepted, ,I read your objection and disagree,NOT MATCHED,0,0,0,0,0,0,0
411,accepted, ,The PEP received mostly positive feedback,NOT MATCHED,0,0,0,0,0,0,0
411,accepted, ,According to http blog python org 2012 03 2012 language summit report html the PEP was discussed in the language summit and overall viewed positively although no final decision has been reached,NOT MATCHED,0,0,0,0,0,0,0
414,accepted, ,Indeed the wrangling has gone too far already,NOT MATCHED,0,0,0,0,0,0,0
415,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
417,accepted, ,At the Python Language Summit adding the mock library to the Python Standard Library was discussed and agreed,NOT MATCHED,0,0,0,0,0,0,0
418,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
420,accepted, ,But since I couldn t find an official reference i e a refused PEP I believe consensus is possible,NOT MATCHED,0,0,0,0,0,0,0
421,accepted, ,Eric you ve done a masterful job at balancing and addressing the input from the Python development community and the PEP looks great,NOT MATCHED,0,0,0,0,0,0,0
421,accepted, ,asking for pronouncement I d like to know if anyone has any outstanding concerns that should be addressed first,NOT MATCHED,0,0,0,0,0,0,0
424,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
425,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
427,accepted, ,My idea this time is to take a divide and conquer approach this text tries to summarize all the stuff that it seemed like we had mostly reached consensus on in the previous thread call with blank chunks marked TBD where there are specific points that still need To Be Determined,NOT MATCHED,0,0,0,0,0,0,0
428,accepted, ,Here is the last call for any comments or arguments against approval before Guido marks the PEP accepted or changes his mind,NOT MATCHED,0,0,0,0,0,0,0
435,accepted, ,Congratulations go to Barry Eli and Ethan for pulling it through one of the most thorough reviewing and bikeshedding processes any PEP has seen,NOT MATCHED,0,0,0,0,0,0,0
435,accepted, ,Our ability to come together and produce agreement on not only a contentious but long wished for feature shows off the best of our community,NOT MATCHED,0,0,0,0,0,0,0
435,accepted, ,To be honest I really don t think these two camps are as irreconcilable as lots of people seem to be treating them,NOT MATCHED,0,0,0,0,0,0,0
438,accepted, ,From what I ve seen the consensus view of the PyPA team 2 is that removing opt in for unverifiable external links is not on the table indeed there s a move to simply not allow them at all at some point,NOT MATCHED,0,0,0,0,0,0,0
440,accepted, ,I just pushed Donald s final round of edits in response to the feedback on the last PEP 440 thread and as such I m happy to announce that I am accepting PEP 440 as the recommended approach to identifying versions and specifying dependencies when distributing Python software,NOT MATCHED,0,0,0,0,0,0,0
440,accepted, ,I think at this point we ve resolved any major issues with the PEP 440 spec that can be resolved without a whole new PEP,NOT MATCHED,0,0,0,0,0,0,0
441,accepted, ,I don t think there are any outstanding tasks so I m happy that the PEP is ready for pronouncement,NOT MATCHED,0,0,0,0,0,0,0
442,accepted, ,Congratulations to Antoine on writing yet another PEP that deeply touches the core language in a way that everyone can agree is an improvement,NOT MATCHED,0,0,0,0,0,0,0
443,accepted, ,No open issues remain from my point of view,NOT MATCHED,0,0,0,0,0,0,0
443,accepted, ,Anyhow no remaining issues,NOT MATCHED,0,0,0,0,0,0,0
443,accepted, ,So with this decision made are there any open issues left,NOT MATCHED,0,0,0,0,0,0,0
443,accepted, ,ukasz are there any open issues,NOT MATCHED,0,0,0,0,0,0,0
445,accepted, ,I changed the PEP 445 according to the discussing on python dev,NOT MATCHED,0,0,0,0,0,0,0
446,accepted, ,Thank you so much for pushing this topic and for your very thorough review of all the feedback related issues and so on,NOT MATCHED,0,0,0,0,0,0,0
446,accepted, ,I propose that we wait for one more day for any feedback from others in response to this post and then accept the PEP,NOT MATCHED,0,0,0,0,0,0,0
446,accepted, ,Ok I think that the best consensus here is to add a new os set blocking function,NOT MATCHED,0,0,0,0,0,0,0
448,accepted, ,Assuming no material objection appear to the new syntax and semantics I can approve the PEP later this week,NOT MATCHED,0,0,0,0,0,0,0
449,accepted, ,Given that I believe all outstanding issues with PEP 449 http python org dev peps pep 0449 have been resolved I will accept it in its current form last modified August 16 so the immediate changes may be made and publicity of the change can be started,NOT MATCHED,0,0,0,0,0,0,0
450,accepted, ,There are a couple of outstanding issues that I am aware of but I don t believe that either of these affect acceptance rejection of the PEP,NOT MATCHED,0,0,0,0,0,0,0
450,accepted, ,I think Steven has addressed all of the issues raised,NOT MATCHED,0,0,0,0,0,0,0
451,accepted, ,Other than that I m not aware of any blockers for the PEP,NOT MATCHED,0,0,0,0,0,0,0
451,accepted, ,okay no objections and the pep has not changed,NOT MATCHED,0,0,0,0,0,0,0
453,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
454,accepted, ,After several exchanges with Victor PEP 454 has reached a status which I consider ready for pronuncement 1 so if you have any last minute comment now is the time,NOT MATCHED,0,0,0,0,0,0,0
456,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
461,accepted, ,In string formatting the consensus is evidently that it s difficult enough to measure improvement objectively that sufficiently plausible experiments will still be admitted into the stdlib or not in the case of the much delayed PEP 461 way to go Ethan the decision not to have backward compatible formatting for bytestrings was itself an experiment in this sense,NOT MATCHED,0,0,0,0,0,0,0
464,accepted, ,I didnt expect many people to actually care about it since it s unused,NOT MATCHED,0,0,0,0,0,0,0
465,accepted, ,Because this way is compatible with the existing consensus and because it gives us a consistent rule that all the built in numeric operators also apply in an elementwise manner to arrays the reverse convention would lead to more special cases,NOT MATCHED,0,0,0,0,0,0,0
466,accepted, ,I believe that change addresses Guido s main remaining concern so I think this version is ready for pronouncement,NOT MATCHED,0,0,0,0,0,0,0
470,accepted, ,There has been no further feedback on PEP 470 and Donald has incorporated all the feedback so I m happy to announce that I am approving it,NOT MATCHED,0,0,0,0,0,0,0
471,accepted, ,I consider that the PEP 471 scandir was discussed enough to collect all possible options variations of the API and that main flaws have been detected Ben Hoyt modified his PEP to list all these options,NOT MATCHED,0,0,0,0,0,0,0
471,accepted, ,It seems to me there s general agreement that the basic API in PEP 471 is good with Ethan not a fan at first but it seems he s on board after further discussion,NOT MATCHED,0,0,0,0,0,0,0
471,accepted, ,I consider that the PEP 471 scandir was discussed enough to collect all possible options variations of the API and that main flaws have been detected,NOT MATCHED,0,0,0,0,0,0,0
475,accepted, ,If you have anything to say please chime in quick,NOT MATCHED,0,0,0,0,0,0,0
476,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
477,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
479,accepted, ,Because of the exceptionally short period from first draft to acceptance the main objections brought up after acceptance were carefully considered and have been reflected in the Alternate proposals section below,NOT MATCHED,0,0,0,0,0,0,0
479,accepted, ,However none of the discussion changed the BDFL s mind and the PEP s acceptance is now final,NOT MATCHED,0,0,0,0,0,0,0
484,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
485,accepted, ,I have updated the code and PEP on gitHub with changes that were no brainers or seemed to have clear consensus,NOT MATCHED,0,0,0,0,0,0,0
485,accepted, ,I see no roadblocks but have run out of time to review the PEP one more time,NOT MATCHED,0,0,0,0,0,0,0
485,accepted, ,since there are considerable disagreements about the right way to handle a fuzzy comparison when both an absolute and relative error are given people who disagree with the default definition can simply subclass TestCase and redefine the approx equal method,NOT MATCHED,0,0,0,0,0,0,0
485,accepted, ,I think so I ve addressed one way or another everything brought up here,NOT MATCHED,0,0,0,0,0,0,0
485,accepted, ,are you prepared to reject the pep i d prefer to give it this one last shot at determining if there really is no way to get consensus on a good enough solution,NOT MATCHED,0,0,0,0,0,0,0
486,accepted, ,I will accept the PEP in 1 3 days unless a storm of objections gets piled onto this thread,NOT MATCHED,0,0,0,0,0,0,0
486,accepted, ,There s not been any further questions or comments so I think I m happy with it,NOT MATCHED,0,0,0,0,0,0,0
486,accepted, ,If anyone has any issues with the PEP please speak up before then,NOT MATCHED,0,0,0,0,0,0,0
488,accepted, ,Since this closes out the last open issue I need either a BDFL decision or a BDFAP to be assigned to make a decision,NOT MATCHED,0,0,0,0,0,0,0
492,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
493,accepted, ,Barry also kindly volunteered to serve as BDFL Delegate so we have a clear path to pronouncement if nobody notices any new problems or concerns that didn t come up in previous discussions,NOT MATCHED,0,0,0,0,0,0,0
495,accepted, ,The topic is both controversial and yawn inducing so I think it s better not to give the usual one day warning on python dev I ll just post my decision there,NOT MATCHED,0,0,0,0,0,0,0
495,accepted, ,I made some smaller changes 4 to the PEP as well and it should finally be ready for pronouncement,NOT MATCHED,0,0,0,0,0,0,0
498,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
503,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
506,accepted, ,I think the discussion petered out and nobody asked me to approve it yet or I lost track of it,NOT MATCHED,0,0,0,0,0,0,0
506,accepted, ,If there are no major objections I intend to take it to python dev in a day or two for discussion and a ruling,NOT MATCHED,0,0,0,0,0,0,0
506,accepted, ,A The consensus among security professionals is that MT is not safe in security contexts,NOT MATCHED,0,0,0,0,0,0,0
506,accepted, ,the consensus appears to be that there is no need to add a new csprng to the random module to support these uses systemrandom will be 143 16 144 14 some illustrative implementations have been given by nick coghlan and a minimalist api by tim peters,NOT MATCHED,0,0,0,0,0,0,0
506,accepted, ,i think it is fair to say that out of the three functions there is consensus that randbelow has the most useful functionality in a crypto context,NOT MATCHED,0,0,0,0,0,0,0
508,accepted, ,i ve read over this implemented enough of it and i think it s gone through enough nit picking,NOT MATCHED,0,0,0,0,0,0,0
508,accepted, ,the only open issue in the pep at the moment is the bikeshedding topic of what to name the sub section containing the requirements package build or package build system we couldn t reach consensus among the three of us on this,NOT MATCHED,0,0,0,0,0,0,0
515,accepted, ,At the dev sprint today we discussed PEP 515 several people are keen to see it get into 3 6,NOT MATCHED,0,0,0,0,0,0,0
517,accepted, ,Oh sure I think everyone agrees that the file format choice is not a make or break decision and that ultimately this is a good case for of BDFL style pronouncement rather than endless consensus seeking,NOT MATCHED,0,0,0,0,0,0,0
518,accepted, ,More seriously as BDFL Delegate I m entirely happy with this version,NOT MATCHED,0,0,0,0,0,0,0
519,accepted, ,Recent discussions have been about type hints which are orthogonal to the PEP so things have seemed to have reached a steady state,NOT MATCHED,0,0,0,0,0,0,0
520,accepted, ,Given positive feedback I got at PyCon and the reaction today I m hopeful the PEP isn t far off from pronouncement,NOT MATCHED,0,0,0,0,0,0,0
523,accepted, ,People who objected to the new field did either for memory it adds another pointer to the struct that won t be typically used or for conceptual reasons the code object is immutable and you re proposing a mutable field,NOT MATCHED,0,0,0,0,0,0,0
524,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
525,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
526,accepted, ,There s been some quite contentious discussion about the PEP on and off python dev regarding how the mere presence of annotation syntax in the language will change the way people will see the language,NOT MATCHED,0,0,0,0,0,0,0
527,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
528,accepted, ,While there are likely to be technical and compatibility issues to resolve after the changes are applied I don t believe they impact the decision to accept the change at the PEP level everyone who has raised potential issues has also been supportive of the change,NOT MATCHED,0,0,0,0,0,0,0
529,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
530,accepted, ,Usually I wouldn t accept such a hasty PEP but the ideas in it seem pretty uncontroversial and in line with the existing expectations for async await,NOT MATCHED,0,0,0,0,0,0,0
538,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
539,accepted, ,Since Erik started the PEP 539 thread on python ideas I ve collected feedbacks in the discussion and pull request and tried improvement for the API specification and reference implementation as the result I think resolved issues which pointed out by feedbacks,NOT MATCHED,0,0,0,0,0,0,0
540,accepted, ,So if someone have opposite opinion please remind me by this weekend,NOT MATCHED,0,0,0,0,0,0,0
545,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
546,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
552,accepted, ,I believe there are no outstanding objections or they have been adequately addressed in responses,NOT MATCHED,0,0,0,0,0,0,0
552,accepted, ,Therefore I intend to accept PEP 552 this Friday unless grave objections are raised on this mailing list python dev,NOT MATCHED,0,0,0,0,0,0,0
553,accepted, ,So far all the feedback has been positive and I think we can basically just close the open issues and both the PEP and implementation are ready to go,NOT MATCHED,0,0,0,0,0,0,0
557,accepted, ,I plan to accept this on Monday if no new objections are raised,NOT MATCHED,0,0,0,0,0,0,0
560,accepted, ,I believe the outstanding issues are now resolved and I am hereby accepting it,NOT MATCHED,0,0,0,0,0,0,0
561,accepted, ,OK last call I ll accept the current draft tomorrow unless someone pushes back,NOT MATCHED,0,0,0,0,0,0,0
562,accepted, ,I believe the outstanding issues are now resolved and I am hereby accepting it,NOT MATCHED,0,0,0,0,0,0,0
563,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
564,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
565,accepted, ,Considered disagreement is acceptable,NOT MATCHED,0,0,0,0,0,0,0
566,accepted, ,I don t recall any other issues that would prevent approval,NOT MATCHED,0,0,0,0,0,0,0
572,accepted, ,I know it is inevitable that there will be replies attempting to convince us that a different syntax is better or that we shouldn t do this at all,NOT MATCHED,0,0,0,0,0,0,0
572,accepted, ,I have read your reasoning and I simply don t agree with it,NOT MATCHED,0,0,0,0,0,0,0
572,accepted, ,It s really hard to choose between alternatives but all things considered I have decided in favor of NAME EXPR instead,NOT MATCHED,0,0,0,0,0,0,0
628,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3003,accepted, ,So unless opposition suddenly appears in the next few days I ll move it to the Accepted state next Monday,NOT MATCHED,0,0,0,0,0,0,0
3003,accepted, ,I haven t seen substantial opposition against the PEP in fact I can t recall any and many people have explicitly posted in support of it,NOT MATCHED,0,0,0,0,0,0,0
3101,accepted, ,My point about massive revision would be true regardless of how much consensus is reached on python dev PEPs often change radically once they re thrown into the wild,NOT MATCHED,0,0,0,0,0,0,0
3102,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3104,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3106,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3107,accepted, ,While PEP 3107 has not been formally accepted according to the web page the ideas contained received general approval from more or less everyone involved in the py3k discussion or at least more or less everyone who has written and or consumed annotations in the past,NOT MATCHED,0,0,0,0,0,0,0
3108,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3109,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3110,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3111,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3112,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3113,accepted, ,I see lukewarm support for keeping these at most and probably lukewarm support for removing them at well,NOT MATCHED,0,0,0,0,0,0,0
3114,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3115,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3116,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3118,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3119,accepted, ,The latest round of feedback has been sufficiently friendly that I am confident that it will be a welcome addition,NOT MATCHED,0,0,0,0,0,0,0
3120,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3121,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3123,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3127,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3129,accepted, ,There was virtually no discussion following the posting of this PEP meaning that everyone agreed it should be accepted,NOT MATCHED,0,0,0,0,0,0,0
3129,accepted, ,Given the lack of discussion following the posting of the PEP let s accept it,NOT MATCHED,0,0,0,0,0,0,0
3129,accepted, ,There was virtually no discussion following the posting of this PEP meaning that everyone agreed it should be accepted,NOT MATCHED,0,0,0,0,0,0,0
3131,accepted, ,After 175 replies and counting the only thing that is clear is the controversy around this PEP,NOT MATCHED,0,0,0,0,0,0,0
3131,accepted, ,so that the majority of the responses comes from people with strong feelings either way is no surprise,NOT MATCHED,0,0,0,0,0,0,0
3134,accepted, ,I suggest asking on python 3000 for a pronouncement on the PEP,NOT MATCHED,0,0,0,0,0,0,0
3135,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3137,accepted, ,That s about as positive as it gets for any proposal,NOT MATCHED,0,0,0,0,0,0,0
3137,accepted, ,I plan to accept the PEP within a day or two barring major objections and expect to start implementing soon after,NOT MATCHED,0,0,0,0,0,0,0
3138,accepted,,sentencesfromdistinctmessages not captured manually for proposal,,0,0,0,0,0,0,0
3141,accepted, ,The most serious current objection to that one is that the concrete implementations it provides may not be useful enough to warrant their complexity maybe I ll just take those out,NOT MATCHED,0,0,0,0,0,0,0
3144,accepted, ,I believe Peter has satisfactorily resolved the concerns previously raised with the proposed API and if I missed anything well that s why we have alpha releases and the new provisional API status,NOT MATCHED,0,0,0,0,0,0,0
3144,accepted, ,Peter s addressed all the substantive comments that were made regarding the draft API and he s going to provide an update to the PEP shortly that should get it into a state where I can mark it as Approved,NOT MATCHED,0,0,0,0,0,0,0
3144,accepted, ,I ve collated the objections to the original proposal on a few different occasions throughout the long PEP review process and as noted in the Background section the latest version of the PEP 1 has addressed the key concerns that were raised,NOT MATCHED,0,0,0,0,0,0,0
